wave,year,happening,cause_recoded,sci_consensus,worry,harm_personally,harm_US,harm_dev_countries,harm_future_gen,harm_plants_animals,when_harm_US,reg_CO2_pollutant,reg_utilities,fund_research,discuss_GW,gender,age_category,educ_category,income_category,race,party_x_ideo,region4,employment,happening_cont,worry_cont,happening_labels,age_category_labels,educ_category_labels,income_category_labels
17,2017,3,natural,dont know,2,2,2,2,2,2,4,3,3,3,2,female,3,3,2,white non hisp,conservative republican,midwest,Working –as a paid employee,2.725859800575455,1.8694054817187462,yes,55+,college,50000-99999
17,2017,2,natural and human,disagreement,3,3,3,3,3,4,3,3,3,3,1,male,1,4,2,white non hisp,moderate republican,west,Working –as a paid employee,3.185133867481233,2.9694817687558688,dont know,18-34,bachelor or higher,50000-99999
17,2017,3,human,disagreement,3,2,3,4,4,4,2,3,3,4,3,female,2,4,3,white non hisp,independent,west,Working –as a paid employee,3.344524111040404,2.5965674288884277,yes,35-54,bachelor or higher,more 100000
17,2017,3,natural and human,happening,3,4,4,4,4,4,6,4,2,3,2,male,3,1,2,hisp,moderate democrate,northeast,Not working –retired,2.6531242771955212,2.3519795974124365,yes,55+,no highschool,50000-99999
17,2017,2,not happening,disagreement,1,3,3,3,3,3,1,2,3,3,1,male,3,2,1,white non hisp,conservative republican,south,Not working –retired,2.343202634694709,1.9018977129194563,dont know,55+,highschool,less 50000
17,2017,3,natural and human,happening,3,3,4,4,4,4,5,3,4,4,3,female,3,4,2,white non hisp,moderate republican,south,Not working –retired,2.800232135354115,3.096587383223455,yes,55+,bachelor or higher,50000-99999
17,2017,3,natural,happening,2,3,3,4,4,4,2,3,3,3,1,female,3,3,1,white non hisp,moderate democrate,south,Not working –retired,2.6428281441730634,2.067634299755238,yes,55+,college,less 50000
17,2017,3,natural and human,happening,3,3,4,4,4,4,6,3,3,4,3,female,3,4,2,white non hisp,liberal democrat,west,Working –as a paid employee,2.4509049664191247,3.2505575980007633,yes,55+,bachelor or higher,50000-99999
17,2017,1,natural,happening,2,2,2,2,2,2,1,2,1,1,1,male,2,3,1,white non hisp,conservative republican,northeast,Working –as a paid employee,1.7682673547460288,1.9708432291260336,no,35-54,college,less 50000
17,2017,3,human,happening,3,3,4,3,4,4,6,4,3,3,3,female,3,3,2,white non hisp,liberal democrat,west,Working –as a paid employee,2.802347643172167,2.8271880842309325,yes,55+,college,50000-99999
17,2017,1,natural,disagreement,1,1,1,1,1,1,1,1,1,1,1,male,2,4,3,white non hisp,conservative republican,midwest,Working –as a paid employee,0.9073259530833028,0.6454160211967116,no,35-54,bachelor or higher,more 100000
17,2017,3,natural and human,happening,4,2,3,4,4,4,4,4,3,4,3,male,3,4,3,white non hisp,liberal democrat,midwest,Not working –retired,3.675633616586373,3.8450393008832977,yes,55+,bachelor or higher,more 100000
17,2017,3,natural and human,happening,3,3,3,3,3,3,6,4,1,4,3,female,3,3,2,white non hisp,moderate democrate,south,Not working –retired,3.1417195732082663,3.0160779610252373,yes,55+,college,50000-99999
17,2017,1,not happening,happening,1,2,2,2,2,2,1,3,3,3,1,male,2,2,2,white non hisp,moderate democrate,northeast,Working –as a paid employee,1.081399037340112,0.30595750167951885,no,35-54,highschool,50000-99999
17,2017,3,natural and human,dont know,2,3,3,3,3,3,3,4,3,4,2,female,3,3,3,white non hisp,conservative republican,northeast,Working –as a paid employee,2.5006659353215483,2.551905153384055,yes,55+,college,more 100000
17,2017,3,natural and human,happening,4,4,4,4,4,4,6,4,4,4,3,female,1,4,2,other non hisp,no interest,northeast,Not working –other,3.529091837804378,3.883010715483689,yes,18-34,bachelor or higher,50000-99999
17,2017,3,natural and human,happening,4,3,4,4,4,4,6,3,4,4,2,female,3,4,3,black non hisp,liberal democrat,south,Working –as a paid employee,2.705168949800705,4.5766899930584,yes,55+,bachelor or higher,more 100000
17,2017,3,natural,happening,3,3,3,4,4,4,4,3,3,3,3,male,2,4,2,white non hisp,liberal democrat,midwest,Working –as a paid employee,3.7106532013740416,2.2447990304916283,yes,35-54,bachelor or higher,50000-99999
17,2017,2,natural,disagreement,2,0,0,0,0,0,2,1,1,3,1,male,3,3,3,white non hisp,independent,west,Not working –retired,2.6064130016768354,2.4301572426726983,dont know,55+,college,more 100000
17,2017,3,natural and human,happening,2,1,3,4,3,3,5,3,3,3,1,male,3,2,1,white non hisp,moderate democrate,midwest,Working –as a paid employee,2.7607758948203065,2.8028210979004293,yes,55+,highschool,less 50000
17,2017,3,human,happening,4,3,4,4,4,4,6,3,1,1,3,female,1,3,1,black non hisp,no interest,south,Working –as a paid employee,3.472301275971067,3.845509746648959,yes,18-34,college,less 50000
17,2017,3,natural,happening,2,1,2,2,3,2,2,3,3,4,1,female,2,2,2,white non hisp,moderate republican,midwest,Working –as a paid employee,2.7437011383071988,1.1737464673027238,yes,35-54,highschool,50000-99999
17,2017,2,not happening,dont know,2,2,3,0,3,3,3,4,2,3,2,female,3,3,2,white non hisp,conservative republican,midwest,Working –as a paid employee,2.5036870746646147,1.7639590654625916,dont know,55+,college,50000-99999
17,2017,3,human,happening,4,3,4,4,4,4,6,4,4,4,3,male,3,4,3,white non hisp,moderate democrate,south,Not working –retired,2.952327258114966,4.684078778435657,yes,55+,bachelor or higher,more 100000
17,2017,3,natural and human,happening,4,3,3,4,4,4,6,1,4,4,3,female,2,2,2,white non hisp,moderate democrate,northeast,Working –as a paid employee,2.6793354914719227,4.409324032648461,yes,35-54,highschool,50000-99999
17,2017,3,natural,disagreement,2,0,0,0,0,0,6,3,2,3,2,female,2,3,3,hisp,independent,south,Working –as a paid employee,3.0824453871982405,1.3981132133665106,yes,35-54,college,more 100000
17,2017,3,natural and human,happening,3,3,3,4,4,4,6,4,3,3,3,male,3,2,2,white non hisp,liberal democrat,south,Working –as a paid employee,3.38353255801544,2.69218975165076,yes,55+,highschool,50000-99999
17,2017,3,human,happening,3,3,4,4,4,4,5,3,3,4,2,female,3,4,2,white non hisp,liberal democrat,west,Not working –retired,2.938379176424061,2.7692544959949377,yes,55+,bachelor or higher,50000-99999
17,2017,2,natural,happening,1,1,2,2,3,3,1,1,1,2,4,male,2,4,3,white non hisp,moderate republican,northeast,Working –as a paid employee,1.5977516318426124,0.47795604861064445,dont know,35-54,bachelor or higher,more 100000
17,2017,1,not happening,happening,1,1,1,1,1,1,1,1,1,1,1,male,1,3,1,white non hisp,conservative republican,midwest,Working –as a paid employee,1.6308661672339557,0.625813906824656,no,18-34,college,less 50000
17,2017,3,natural and human,happening,3,3,4,4,4,4,6,4,4,4,3,male,3,4,3,white non hisp,liberal democrat,west,Working –as a paid employee,3.070430188840908,2.8530157323412983,yes,55+,bachelor or higher,more 100000
17,2017,1,natural,disagreement,1,1,2,1,1,1,1,1,1,2,2,male,1,4,3,white non hisp,conservative republican,west,Working –as a paid employee,1.746648924527653,1.1404710966525204,no,18-34,bachelor or higher,more 100000
17,2017,2,natural,disagreement,2,0,0,0,0,0,2,2,1,3,1,male,3,2,2,other non hisp,independent,south,Working –as a paid employee,2.439250061455727,1.9167084394551401,dont know,55+,highschool,50000-99999
17,2017,3,natural and human,happening,4,4,4,4,4,4,6,3,3,3,1,male,1,3,2,white non hisp,moderate democrate,northeast,Not working –other,2.543958644719658,3.80416002573832,yes,18-34,college,50000-99999
17,2017,3,natural and human,happening,4,4,4,4,4,4,6,4,4,4,4,male,3,3,1,white non hisp,liberal democrat,west,Not working –retired,2.5347740874158062,4.8636234502330575,yes,55+,college,less 50000
17,2017,3,natural and human,happening,4,4,4,4,4,4,6,4,4,4,2,male,2,4,1,hisp,moderate democrate,west,Not working –looking,3.1007184766006644,3.671167098277057,yes,35-54,bachelor or higher,less 50000
17,2017,3,natural and human,happening,3,3,3,4,4,4,4,4,4,4,3,male,1,4,2,black non hisp,liberal democrat,west,Working –as a paid employee,2.6867958825275093,2.839624016882809,yes,18-34,bachelor or higher,50000-99999
17,2017,2,natural,happening,1,1,1,1,1,1,1,3,1,1,2,male,2,4,2,hisp,independent,northeast,Working –as a paid employee,1.484304371723411,1.9335940803854519,dont know,35-54,bachelor or higher,50000-99999
17,2017,3,natural,disagreement,1,4,4,4,4,4,6,3,1,3,2,male,2,3,1,white non hisp,conservative republican,south,Working –as a paid employee,3.0799450398339676,1.1169162078821755,yes,35-54,college,less 50000
17,2017,3,natural and human,happening,4,0,0,0,0,0,4,4,4,4,2,male,1,4,1,black non hisp,moderate democrate,south,Working –as a paid employee,2.7697785892489977,5.021573646534757,yes,18-34,bachelor or higher,less 50000
17,2017,3,natural and human,happening,3,4,4,4,4,4,5,3,3,3,2,female,1,4,2,white non hisp,moderate democrate,west,Working –as a paid employee,3.0311382737609085,2.9453448107860187,yes,18-34,bachelor or higher,50000-99999
17,2017,3,natural and human,happening,4,4,4,4,4,4,5,4,3,4,3,male,1,4,2,white non hisp,moderate democrate,south,Working –as a paid employee,2.839247151323636,3.6253856597360836,yes,18-34,bachelor or higher,50000-99999
17,2017,1,not happening,not happening,1,1,1,1,1,1,1,1,1,1,3,female,3,3,2,white non hisp,conservative republican,northeast,Not working –other,0.9748421546255367,0.762329884569487,no,55+,college,50000-99999
17,2017,3,natural and human,happening,3,3,3,3,4,4,6,3,3,4,3,female,2,4,2,black non hisp,liberal democrat,northeast,Working –as a paid employee,2.683489194521007,2.3591977668367043,yes,35-54,bachelor or higher,50000-99999
17,2017,3,natural and human,dont know,3,2,3,0,3,3,3,3,3,3,2,male,3,3,3,white non hisp,conservative republican,midwest,Working –as a paid employee,2.3287604739081122,2.4661843047572205,yes,55+,college,more 100000
17,2017,3,natural and human,happening,3,2,3,3,3,4,6,3,2,3,3,male,3,1,1,white non hisp,moderate democrate,south,Working –self-employe,2.7674124560128064,2.524140093618655,yes,55+,no highschool,less 50000
17,2017,3,other,happening,4,3,4,4,4,4,6,3,3,3,3,female,3,3,2,white non hisp,moderate democrate,west,Not working –retired,3.063755031326732,4.136447775429536,yes,55+,college,50000-99999
17,2017,1,natural,disagreement,1,1,1,1,2,2,1,3,2,2,2,female,3,3,2,white non hisp,conservative republican,west,Not working –retired,0.9951895913791622,1.2354464434044288,no,55+,college,50000-99999
17,2017,1,not happening,disagreement,1,1,1,1,1,1,1,1,1,2,1,male,2,4,1,white non hisp,conservative republican,northeast,Working –as a paid employee,1.6476123468916766,0.7179752070203025,no,35-54,bachelor or higher,less 50000
17,2017,3,natural and human,dont know,3,4,4,4,4,4,6,3,3,3,1,female,1,4,2,hisp,liberal democrat,west,Working –as a paid employee,3.2038400411728203,3.079482072785766,yes,18-34,bachelor or higher,50000-99999
17,2017,3,natural and human,happening,4,4,4,4,4,4,6,4,4,4,4,male,3,4,3,other non hisp,liberal democrat,south,Working –as a paid employee,3.129463923913909,3.7589338892559763,yes,55+,bachelor or higher,more 100000
17,2017,1,natural and human,dont know,2,2,3,3,3,4,5,2,2,3,2,female,1,2,1,black non hisp,moderate democrate,south,Working –as a paid employee,1.726929165909624,3.065113004264688,no,18-34,highschool,less 50000
17,2017,1,natural,happening,2,3,3,0,0,3,2,3,3,3,1,female,2,3,1,white non hisp,conservative republican,west,Not working –disabled,0.9938316176516012,1.915518753167088,no,35-54,college,less 50000
17,2017,3,natural and human,happening,3,3,3,4,4,4,3,3,2,3,2,male,2,3,3,white non hisp,moderate democrate,northeast,Working –as a paid employee,3.3255228008572484,3.0899822038223106,yes,35-54,college,more 100000
17,2017,1,natural,disagreement,3,3,4,4,4,4,2,2,2,2,1,female,1,3,1,hisp,liberal democrat,south,Working –as a paid employee,1.2488667909226738,2.8978563413386884,no,18-34,college,less 50000
17,2017,1,not happening,disagreement,1,1,1,1,1,1,1,1,1,1,1,male,3,2,1,white non hisp,conservative republican,midwest,Not working –disabled,0.07408336334835686,0.3499524336929569,no,55+,highschool,less 50000
17,2017,3,natural and human,happening,2,2,3,3,3,2,2,3,3,4,2,male,2,4,3,other non hisp,no interest,south,Working –as a paid employee,3.477606920658448,2.747695824777907,yes,35-54,bachelor or higher,more 100000
17,2017,3,natural,dont know,1,0,0,0,0,0,3,3,3,3,1,female,3,3,2,white non hisp,independent,south,Not working –disabled,2.597740282153711,0.2873163765775997,yes,55+,college,50000-99999
17,2017,3,natural and human,happening,4,2,4,4,4,4,5,2,4,4,3,male,1,4,2,white non hisp,moderate republican,south,Working –as a paid employee,2.7882742108274323,3.8204524898562258,yes,18-34,bachelor or higher,50000-99999
17,2017,2,natural,disagreement,1,1,3,3,4,4,2,3,3,3,1,female,2,4,3,white non hisp,moderate republican,northeast,Working –as a paid employee,1.942592578887008,1.6033681346629205,dont know,35-54,bachelor or higher,more 100000
17,2017,3,natural and human,happening,3,3,4,4,4,4,3,-1,-1,-1,2,male,1,2,1,hisp,liberal democrat,west,Working –as a paid employee,3.582075949908108,3.154694424454479,yes,18-34,highschool,less 50000
17,2017,3,natural and human,happening,3,2,3,3,4,3,5,3,4,3,3,female,3,4,3,other non hisp,independent,midwest,Not working –retired,2.7193072493854915,2.5517187685309066,yes,55+,bachelor or higher,more 100000
17,2017,3,natural and human,happening,3,4,4,4,4,4,6,3,2,3,1,male,1,1,1,black non hisp,refused,west,Not working –other,2.9870989053842685,3.7739910170702164,yes,18-34,no highschool,less 50000
17,2017,1,natural,disagreement,2,2,3,3,3,3,4,2,3,3,2,female,3,4,3,white non hisp,conservative republican,west,Working –as a paid employee,0.9679172843657262,1.692303297237481,no,55+,bachelor or higher,more 100000
17,2017,2,natural,disagreement,2,2,3,3,3,3,6,3,2,4,2,male,2,2,1,black non hisp,moderate democrate,south,Working –self-employe,1.4321228226590579,1.5008907337367934,dont know,35-54,highschool,less 50000
17,2017,2,natural and human,disagreement,2,3,0,0,0,0,6,3,3,3,1,male,3,2,3,black non hisp,moderate democrate,midwest,Working –as a paid employee,2.790302700933158,2.3941974996960154,dont know,55+,highschool,more 100000
17,2017,3,natural and human,happening,3,3,3,3,4,4,4,2,1,3,3,female,2,4,3,white non hisp,conservative republican,south,Working –as a paid employee,3.032179351916104,2.604412354800891,yes,35-54,bachelor or higher,more 100000
17,2017,1,natural,happening,3,2,2,4,3,3,4,2,2,2,2,male,2,3,2,white non hisp,conservative republican,south,Not working –retired,0.7378370487476078,3.8008881458828183,no,35-54,college,50000-99999
17,2017,3,natural,dont know,3,4,3,3,4,4,6,3,3,3,3,male,2,1,1,white non hisp,no interest,midwest,Working –as a paid employee,3.1619680810780384,3.147059489461133,yes,35-54,no highschool,less 50000
17,2017,3,natural and human,happening,4,4,4,4,4,4,6,4,4,4,3,male,2,3,3,black non hisp,liberal democrat,west,Working –as a paid employee,2.818682781510913,4.065652197070741,yes,35-54,college,more 100000
17,2017,2,natural,dont know,3,1,1,1,2,2,1,4,1,4,2,male,2,2,1,white non hisp,independent,midwest,Working –as a paid employee,2.013865335452643,2.5932042430158093,dont know,35-54,highschool,less 50000
17,2017,3,natural and human,happening,4,4,4,4,4,4,6,4,3,4,3,female,1,4,3,white non hisp,liberal democrat,west,Working –as a paid employee,3.878233665005051,4.598273334054913,yes,18-34,bachelor or higher,more 100000
17,2017,3,human,happening,3,2,2,0,0,0,5,1,1,2,1,male,2,4,3,white non hisp,conservative republican,south,Working –as a paid employee,3.406090706695953,2.6017075303458697,yes,35-54,bachelor or higher,more 100000
17,2017,3,natural,happening,3,3,3,3,4,3,6,3,3,2,2,male,1,2,1,black non hisp,moderate democrate,west,Working –as a paid employee,2.968242481864033,3.4277932937639166,yes,18-34,highschool,less 50000
17,2017,3,natural and human,happening,3,2,3,3,4,4,5,4,4,4,3,female,3,4,3,white non hisp,liberal democrat,south,Not working –retired,3.3258827251449454,2.835153595452561,yes,55+,bachelor or higher,more 100000
17,2017,3,natural and human,disagreement,3,2,3,4,4,4,4,3,4,4,1,male,3,4,2,white non hisp,moderate republican,south,Not working –retired,3.7002559896904232,3.1058038682955904,yes,55+,bachelor or higher,50000-99999
17,2017,3,natural and human,happening,3,0,0,0,0,0,5,3,3,3,1,female,2,4,2,hisp,liberal democrat,south,Working –as a paid employee,3.7454651946739315,3.3919386721485107,yes,35-54,bachelor or higher,50000-99999
17,2017,3,natural and human,happening,3,4,4,4,4,4,6,4,4,4,2,male,3,4,2,black non hisp,moderate democrate,west,Working –as a paid employee,2.4435945089268074,3.7543350333417815,yes,55+,bachelor or higher,50000-99999
17,2017,3,human,happening,4,3,4,4,4,4,4,4,3,4,3,male,3,4,3,white non hisp,independent,west,Working –self-employe,3.2348254740052846,3.6105508443665104,yes,55+,bachelor or higher,more 100000
17,2017,3,natural and human,happening,3,2,3,4,4,4,6,3,3,4,2,male,3,4,3,white non hisp,no interest,northeast,Working –as a paid employee,3.057429171175923,2.3727373338791082,yes,55+,bachelor or higher,more 100000
17,2017,2,natural and human,happening,1,0,0,3,0,0,4,2,2,3,2,male,2,4,2,other non hisp,moderate democrate,west,Working –as a paid employee,1.1469316219334478,-0.0023574854888019914,dont know,35-54,bachelor or higher,50000-99999
17,2017,3,natural,disagreement,2,2,2,2,2,2,4,3,3,3,1,female,2,2,2,white non hisp,no interest,south,Working –as a paid employee,2.5200845474127864,2.0251727174305856,yes,35-54,highschool,50000-99999
17,2017,2,natural,happening,3,3,3,3,4,4,5,3,3,3,2,female,2,4,3,hisp,moderate republican,south,Working –as a paid employee,2.3440083515982617,1.8578373782046638,dont know,35-54,bachelor or higher,more 100000
17,2017,3,other,happening,2,1,2,3,2,2,6,1,1,3,3,male,3,3,1,white non hisp,independent,west,Not working –retired,2.845308712871495,1.1145550576959637,yes,55+,college,less 50000
17,2017,3,natural and human,disagreement,3,1,3,3,4,4,4,3,4,4,2,male,3,3,1,white non hisp,conservative republican,midwest,Not working –retired,2.718885333497997,3.0045207723967278,yes,55+,college,less 50000
17,2017,3,natural,disagreement,1,1,1,1,1,1,2,1,1,3,3,male,1,2,1,white non hisp,independent,midwest,Working –as a paid employee,2.8701157271467648,1.902417567149993,yes,18-34,highschool,less 50000
17,2017,3,natural and human,happening,4,4,4,4,4,4,6,4,4,4,4,female,1,2,1,white non hisp,liberal democrat,south,Not working –other,3.0591643980582863,4.024466255623977,yes,18-34,highschool,less 50000
17,2017,3,natural,dont know,3,3,3,3,4,4,3,3,3,3,2,male,3,3,2,white non hisp,conservative republican,south,Not working –retired,2.5981499713041902,3.2712861611187973,yes,55+,college,50000-99999
17,2017,3,natural and human,happening,3,3,4,4,4,4,6,4,3,4,3,female,3,4,2,hisp,liberal democrat,south,Not working –retired,2.540394002684702,2.079074098325388,yes,55+,bachelor or higher,50000-99999
17,2017,3,natural and human,dont know,3,4,4,4,4,4,4,4,4,4,3,female,3,2,1,white non hisp,liberal democrat,south,Working –as a paid employee,2.8868253752586273,2.614238290725797,yes,55+,highschool,less 50000
17,2017,3,natural,happening,2,2,3,4,4,4,3,3,3,3,1,male,3,1,3,white non hisp,moderate republican,northeast,Working –as a paid employee,3.1677282225797487,1.6690571314300662,yes,55+,no highschool,more 100000
17,2017,1,natural,happening,4,4,4,3,4,4,3,4,2,3,2,male,2,1,1,black non hisp,liberal democrat,south,Working –as a paid employee,1.5297630932553339,2.8440546452218047,no,35-54,no highschool,less 50000
17,2017,3,natural,dont know,3,3,3,4,4,4,5,3,3,4,2,female,3,2,1,white non hisp,moderate democrate,south,Not working –looking,2.8195159256271,3.4477630484448127,yes,55+,highschool,less 50000
17,2017,3,natural and human,happening,2,2,3,3,3,3,4,3,2,2,2,male,1,1,2,white non hisp,conservative republican,midwest,Working –as a paid employee,3.1508131501832652,1.8280730592910592,yes,18-34,no highschool,50000-99999
17,2017,2,human,disagreement,2,2,2,4,3,3,2,2,3,3,2,female,3,2,2,white non hisp,moderate republican,midwest,Working –as a paid employee,1.3255721357472146,1.4196498007289011,dont know,55+,highschool,50000-99999
17,2017,1,not happening,not happening,1,1,1,1,1,1,1,3,2,3,2,male,2,4,2,hisp,conservative republican,south,Working –as a paid employee,1.1306196032575517,0.7833504476485822,no,35-54,bachelor or higher,50000-99999
17,2017,2,natural and human,disagreement,1,2,0,0,0,0,6,3,1,3,2,female,3,4,1,black non hisp,moderate democrate,midwest,Not working –temporary,2.3643506946944934,1.583330428088075,dont know,55+,bachelor or higher,less 50000
17,2017,3,natural and human,dont know,3,0,0,0,0,0,4,3,2,3,1,female,3,2,1,hisp,independent,west,Not working –retired,2.694113168199629,3.031488893460397,yes,55+,highschool,less 50000
17,2017,3,natural and human,happening,3,3,3,4,3,3,5,3,3,4,3,male,3,4,2,white non hisp,conservative republican,south,Not working –retired,3.9338756604376197,2.9003863131535694,yes,55+,bachelor or higher,50000-99999
17,2017,1,natural,disagreement,1,2,2,3,2,3,3,1,3,2,1,male,1,2,3,white non hisp,liberal democrat,south,Not working –disabled,0.7854878988310248,1.4505195598986897,no,18-34,highschool,more 100000
17,2017,3,natural and human,happening,3,3,4,4,4,4,6,4,3,4,3,male,2,3,2,hisp,no interest,south,Working –self-employe,2.512464929261386,3.4331195090623785,yes,35-54,college,50000-99999
17,2017,3,natural and human,happening,4,4,4,4,4,4,5,3,4,4,3,male,1,4,2,hisp,liberal democrat,west,Working –as a paid employee,3.456139472864224,3.7942888550266747,yes,18-34,bachelor or higher,50000-99999
17,2017,3,natural and human,happening,3,2,3,3,4,4,4,4,2,4,2,male,2,3,3,white non hisp,conservative republican,midwest,Working –as a paid employee,3.519514157813182,3.1305593888390106,yes,35-54,college,more 100000
17,2017,1,natural,dont know,1,0,0,0,0,0,4,1,1,1,1,female,3,2,1,white non hisp,no interest,south,Working –as a paid employee,1.672247314078545,0.3405924581070904,no,55+,highschool,less 50000
17,2017,3,natural and human,happening,4,3,4,4,4,4,6,4,4,3,3,female,3,4,2,white non hisp,liberal democrat,south,Not working –retired,3.92819099090247,3.7519271693387424,yes,55+,bachelor or higher,50000-99999
17,2017,3,natural and human,happening,3,3,4,3,4,4,6,4,4,4,3,female,2,2,1,white non hisp,moderate democrate,west,Working –self-employe,2.8567205986353574,2.903247796230872,yes,35-54,highschool,less 50000
17,2017,3,natural,happening,3,2,3,3,3,4,6,4,3,4,3,male,2,4,1,black non hisp,independent,south,Working –as a paid employee,2.0381424469610256,2.4512633125018346,yes,35-54,bachelor or higher,less 50000
17,2017,2,natural and human,disagreement,3,2,3,4,4,4,4,2,2,3,2,female,2,4,3,white non hisp,conservative republican,west,Not working –other,2.1090933090365387,2.8607264222096367,dont know,35-54,bachelor or higher,more 100000
17,2017,3,natural,happening,3,3,3,3,3,3,3,-1,3,3,2,male,3,3,1,white non hisp,moderate republican,northeast,Not working –disabled,2.207427723308042,3.2605794915719746,yes,55+,college,less 50000
17,2017,1,not happening,disagreement,1,1,2,2,2,2,1,2,2,3,2,female,3,4,2,white non hisp,conservative republican,midwest,Working –as a paid employee,1.2622321875068578,1.2416171650977328,no,55+,bachelor or higher,50000-99999
17,2017,3,natural and human,happening,4,4,3,3,0,0,6,4,3,3,3,female,3,3,1,other non hisp,no interest,northeast,Not working –other,3.3313379247358275,3.645938236410955,yes,55+,college,less 50000
17,2017,1,natural,disagreement,2,2,2,3,2,2,2,2,2,3,1,male,3,3,2,white non hisp,conservative republican,south,Not working –retired,1.7327338491197528,2.104373264224294,no,55+,college,50000-99999
17,2017,1,not happening,disagreement,1,1,1,1,1,1,1,4,-1,1,1,female,2,1,1,white non hisp,conservative republican,west,Not working –other,0.827403808890517,0.6306433982165429,no,35-54,no highschool,less 50000
17,2017,3,natural and human,disagreement,4,4,3,3,3,3,6,4,1,4,2,male,3,2,1,white non hisp,conservative republican,midwest,Not working –retired,1.8975752481064645,4.9207498506411875,yes,55+,highschool,less 50000
17,2017,3,natural,happening,3,3,3,4,4,4,3,3,3,3,2,female,2,3,1,white non hisp,moderate democrate,west,Working –self-employe,2.1492873005265443,2.4631080136224677,yes,35-54,college,less 50000
17,2017,3,natural,dont know,2,0,0,0,0,0,6,2,2,3,1,female,2,3,1,black non hisp,no interest,west,Working –self-employe,3.2501153184487928,2.0112835843229324,yes,35-54,college,less 50000
17,2017,3,natural and human,happening,4,2,3,4,4,4,5,4,4,3,3,male,3,2,2,white non hisp,liberal democrat,northeast,Not working –retired,3.194731536092182,4.396063183604527,yes,55+,highschool,50000-99999
17,2017,3,human,happening,2,2,3,3,4,4,6,3,3,4,2,female,3,3,3,other non hisp,liberal democrat,midwest,Not working –retired,3.788454281052643,2.2212725415295083,yes,55+,college,more 100000
17,2017,2,natural,disagreement,3,3,4,4,3,3,5,3,3,4,2,male,3,3,2,white non hisp,moderate democrate,midwest,Working –as a paid employee,2.4162664809182473,2.433362647159162,dont know,55+,college,50000-99999
17,2017,3,natural and human,happening,4,3,3,4,4,4,6,4,4,4,3,male,3,2,2,white non hisp,liberal democrat,south,Not working –retired,2.52246286250301,3.6159785070385624,yes,55+,highschool,50000-99999
17,2017,3,other,dont know,3,3,4,4,4,4,6,2,2,2,1,female,1,3,1,hisp,moderate democrate,south,Not working –looking,3.610250957478812,2.7008272956457744,yes,18-34,college,less 50000
17,2017,3,natural,happening,2,3,4,3,4,4,6,4,4,4,3,male,2,3,2,white non hisp,independent,midwest,Working –as a paid employee,2.8163318320046953,2.076417404135762,yes,35-54,college,50000-99999
17,2017,3,natural and human,happening,3,2,2,3,2,2,4,3,4,-1,3,female,2,4,2,white non hisp,moderate republican,south,Working –as a paid employee,3.521427623169021,3.482648517236042,yes,35-54,bachelor or higher,50000-99999
17,2017,3,natural and human,happening,4,4,4,0,4,4,6,4,3,3,3,female,3,2,2,white non hisp,moderate democrate,northeast,Working –as a paid employee,3.1236303602757896,4.3373748400628145,yes,55+,highschool,50000-99999
17,2017,3,natural and human,happening,4,4,4,4,4,4,3,3,3,3,3,male,3,3,2,hisp,moderate democrate,south,Not working –retired,3.14721342487966,4.316797738598199,yes,55+,college,50000-99999
17,2017,3,natural and human,happening,3,4,3,3,3,3,6,3,3,3,2,female,2,4,3,other non hisp,moderate republican,midwest,Working –self-employe,3.4029673151873077,3.238961476654107,yes,35-54,bachelor or higher,more 100000
17,2017,2,natural,dont know,2,2,2,2,2,2,5,3,4,4,2,female,3,2,1,white non hisp,conservative republican,northeast,Not working –retired,1.9216245589935634,2.0394400781411655,dont know,55+,highschool,less 50000
17,2017,3,human,dont know,1,1,1,1,2,3,2,3,3,3,1,female,1,4,3,white non hisp,no interest,midwest,Not working –other,3.27155055107547,0.45689918732120816,yes,18-34,bachelor or higher,more 100000
17,2017,3,natural and human,happening,4,3,4,4,4,4,6,4,4,4,4,male,3,4,3,white non hisp,liberal democrat,midwest,Not working –retired,3.6686848745696232,3.593039690678741,yes,55+,bachelor or higher,more 100000
17,2017,3,natural,dont know,1,3,3,4,4,4,6,1,1,4,2,male,3,3,2,white non hisp,conservative republican,south,Working –as a paid employee,2.746598208943447,0.9415946703474071,yes,55+,college,50000-99999
17,2017,1,natural,disagreement,1,1,2,2,2,2,4,3,2,3,3,male,3,3,1,white non hisp,independent,south,Not working –retired,2.303985063043608,0.7473814734716433,no,55+,college,less 50000
17,2017,1,not happening,disagreement,1,1,1,1,1,1,2,1,4,4,2,female,3,2,2,white non hisp,independent,midwest,Not working –retired,1.4361821126064132,1.5903644166563775,no,55+,highschool,50000-99999
17,2017,1,not happening,disagreement,2,2,2,2,2,1,1,3,3,4,2,female,3,3,3,white non hisp,conservative republican,midwest,Not working –retired,1.230302509766777,1.1890579989350007,no,55+,college,more 100000
17,2017,3,natural and human,happening,4,3,4,4,4,3,6,4,4,4,4,male,3,4,3,white non hisp,liberal democrat,northeast,Not working –retired,3.1326865075194608,4.058008875149489,yes,55+,bachelor or higher,more 100000
17,2017,3,natural and human,happening,4,4,4,4,4,4,6,4,4,4,4,female,1,4,1,other non hisp,liberal democrat,west,Working –as a paid employee,3.1490227778857323,3.6579878979877725,yes,18-34,bachelor or higher,less 50000
